-9.331966e-01, -2.805315e-01, 2.317032e-01
-2.696660e-01, -9.029847e-01, 8.056848e-01
-4.444506e-01, 1.079399e-01, -4.520590e-02
-2.704311e-01, 2.680182e-02, 9.044595e-01
-7.706982e-01, 7.269179e-01, -3.778615e-01
-9.673989e-01, -5.142265e-01, -7.255368e-01
-6.866418e-01, -1.981112e-01, -7.404191e-01
-2.126571e-01, 3.311222e-01, -8.553079e-02
-7.938114e-01, -2.888906e-01, 8.435894e-02
-1.283403e-02, 9.455500e-01, -4.149664e-01
-5.210565e-01, 9.697881e-01, -8.621635e-02
-4.333705e-01, -2.950833e-01, 6.154490e-01
-8.604894e-01, 8.986542e-01, 5.199070e-02
-6.155723e-01, 3.264539e-01, 7.804652e-01
-8.716574e-01, -9.599539e-01, -8.459653e-02
-5.234401e-01, 9.412683e-01, 8.044161e-01
-4.666685e-01, 7.952068e-02, -2.495860e-01
-6.094675e-01, -6.931674e-01, 3.510404e-01
-1.247248e-01, 8.636701e-01, 8.616196e-01
-4.314132e-01, 4.770686e-01, 2.799576e-01
-2.380253e-01, -9.237665e-01, -7.532367e-01
-4.314711e-01, 8.695042e-01, -9.945024e-01
-2.992796e-01, 3.733398e-01, 9.129365e-01
-9.562606e-01, 1.052490e-01, -7.242368e-01
-2.031267e-01, 6.295338e-01, 3.684371e-01
-3.501869e-02, -5.683501e-01, 9.005047e-01
-7.046800e-01, 7.621243e-01, 2.821612e-01
-5.128934e-01, -1.075295e-01, -9.292641e-01
-1.059328e-01, -5.477867e-01, -6.249338e-01
-1.714485e-01, 3.990415e-01, -4.616213e-01
-7.936576e-01, -7.478493e-01, -9.111867e-03
-7.428794e-01, 5.433036e-01, 3.040352e-01
-6.254444e-01, -9.067165e-01, 7.018749e-01
-7.795967e-01, 7.294404e-01, 4.517966e-02
-7.490502e-01, 5.869408e-01, -6.717961e-01
-8.509404e-01, 9.002081e-01, -8.949415e-01
-6.475787e-01, -5.198753e-01, 5.955961e-01
-2.959788e-01, -7.081394e-01, -7.564369e-01
-8.130390e-01, -7.301952e-01, 4.042014e-02
-8.601872e-01, -5.906898e-01, -7.715905e-02
-8.173925e-01, 4.089841e-01, -5.541329e-01
-5.980894e-01, 7.174921e-02, -9.173725e-01
-8.808303e-01, -8.361629e-01, 8.414287e-01
-9.916768e-01, 8.461383e-01, 1.877844e-01
-6.737370e-01, -2.166195e-01, 8.260534e-01
-2.818093e-01, 1.049700e-01, 1.588600e-01
-3.493746e-01, -3.548848e-01, 4.810385e-02
-3.914097e-01, 9.844569e-01, 1.539422e-01
-8.350795e-01, 9.285427e-01, 4.858773e-01
-4.341831e-01, 2.950371e-01, 8.459935e-01
-3.088598e-01, 6.053795e-02, 4.438192e-01
-8.197792e-01, 4.740545e-01, 1.157332e-01
-9.886824e-01, -2.779173e-01, 1.592379e-01
-7.067818e-02, -1.301166e-01, -9.174508e-01
-3.424459e-01, -5.371441e-01, -8.516781e-01
-5.526872e-01, 3.022642e-01, 2.137194e-02
-4.399160e-01, 9.221376e-02, 4.385372e-01
-5.703314e-02, 1.850798e-01, 8.886362e-01
-3.272977e-01, 6.953689e-01, -1.309734e-01
-3.101141e-01, 1.969626e-01, 6.664866e-01
-8.357148e-01, 4.549585e-01, 9.686805e-01
-3.598150e-01, 5.015914e-01, 8.891066e-01
-1.720325e-01, 3.919676e-01, 3.478730e-01
-3.057683e-01, -6.307551e-01, 2.182117e-01
-4.064439e-01, -2.280299e-01, -4.122005e-01
-1.696382e-01, 2.170857e-01, 9.448047e-01
-1.394518e-01, 4.581381e-01, -6.851834e-01
-6.055346e-01, -6.775450e-01, 8.862734e-01
-5.707049e-01, -8.022509e-01, 9.527236e-01
-6.693536e-01, 8.682149e-01, -8.620813e-02
-8.929175e-01, 7.191140e-01, -1.813954e-01
-6.235979e-01, -1.270060e-01, 9.172739e-01
-2.369110e-01, 5.870535e-01, -7.597687e-01
-2.323361e-01, 5.485470e-01, 8.861025e-01
-9.300901e-01, -8.032837e-01, -6.302686e-01
-4.054231e-01, 8.098649e-01, 8.192859e-01
-3.712147e-03, 1.523991e-01, -6.744865e-01
-3.657423e-01, -4.389198e-01, 2.839572e-01
-8.045207e-03, -4.178934e-01, -6.391575e-01
-4.483120e-01, -4.582402e-02, 4.104957e-02
-6.823819e-01, -7.693488e-01, -5.257986e-01
-2.949035e-03, -7.574824e-01, -7.235231e-01
-3.503860e-01, 8.637906e-01, 8.169693e-01
-6.464381e-01, 5.088297e-01, -8.724086e-02
-2.113457e-01, 3.176623e-01, 2.177657e-01
-6.975400e-01, -8.549100e-01, -7.843034e-01
-2.728034e-01, -4.234610e-01, -3.372284e-01
-1.453446e-01, 8.689893e-01, 1.671406e-01
-7.924590e-01, 6.800817e-01, 5.200306e-01
-1.913900e-01, -6.789633e-01, -5.200254e-01
-2.832831e-01, -3.465871e-01, 6.770322e-01
-5.113460e-01, -3.479731e-01, 4.587201e-01
-1.602023e-02, -4.807942e-01, -8.146776e-01
-1.784241e-01, -9.891829e-01, 5.665640e-01
-4.126439e-01, -7.706644e-01, 7.310696e-01
-9.016751e-01, -1.017898e-01, 9.729342e-01
-5.782342e-01, -5.221205e-02, 7.303624e-01
-8.008814e-01, -2.342081e-01, -3.964738e-01
-1.161369e-01, -7.377736e-01, -3.774446e-01
-8.456878e-02, 5.617367e-01, 3.841529e-01
-7.617774e-01, 1.792734e-01, 1.572697e-01
-6.828128e-01, -3.265198e-01, 9.887990e-01
-4.683069e-02, -6.603595e-01, 2.194582e-01
-9.984672e-01, -8.448029e-01, -3.559955e-01
-8.598196e-01, -8.023252e-01, 8.474556e-01
-3.653329e-02, -5.490182e-01, 6.535388e-01
-2.856139e-01, 7.565554e-01, -3.114981e-01
-4.030040e-01, -4.383163e-02, 9.981404e-01
-8.592112e-02, 4.057574e-01, 4.052560e-01
-6.039588e-01, 2.248840e-01, -7.805346e-01
-5.248606e-01, 7.553437e-02, 8.912927e-01
-3.686839e-01, -1.319829e-01, -5.380081e-01
-9.291562e-01, -6.451302e-01, 8.195297e-01
-2.395707e-01, -2.356657e-01, -3.891840e-01
-4.791103e-01, 2.993179e-01, 1.046328e-01
-5.010024e-01, -5.693171e-01, 4.733731e-01
-4.067307e-01, 8.040217e-01, 6.871066e-01
-3.560733e-01, 8.385445e-01, 5.144647e-01
-2.756913e-01, 4.377345e-01, 6.037934e-01
-6.942484e-01, -9.342147e-01, -8.728788e-01
-6.247672e-01, 2.379167e-01, 4.006023e-01
-9.977490e-01, -9.885817e-01, -3.895224e-01
-5.924257e-01, 9.561705e-01, 2.639079e-01
-6.431990e-01, -6.633908e-01, -5.480222e-01
-7.312828e-01, 7.244329e-01, 2.848841e-01
-5.102953e-01, 2.147384e-01, 8.199202e-01
-2.109574e-01, 4.121335e-01, 7.378480e-01
-7.904083e-01, 9.260536e-01, 3.705000e-01
-5.390447e-01, -4.961472e-01, -8.924876e-01
-5.062421e-01, 8.853108e-01, 8.337221e-01
-6.069940e-01, 8.549233e-01, 1.622044e-01
-5.506938e-01, 3.869274e-01, 9.747606e-01
-8.682730e-01, -4.243555e-01, -3.298693e-01
-5.887158e-02, -6.660908e-01, 5.909808e-01
-9.945735e-03, 4.397792e-01, 9.807981e-01
-7.503708e-01, 1.902989e-01, 2.012219e-01
-6.713562e-01, 8.712404e-01, 4.036110e-01
-6.849680e-01, 3.800668e-01, 9.949838e-01
-5.475150e-01, -9.403273e-01, 3.617850e-01
-2.778255e-01, 8.635981e-03, 1.439431e-01
-5.059349e-01, -1.864669e-01, -9.650868e-01
-2.893936e-01, 9.460560e-01, -2.801351e-01
-4.527715e-02, 9.903297e-01, -8.825535e-01
-9.429685e-01, -7.446407e-01, -9.817182e-01
-9.928265e-01, -3.758705e-01, -1.120542e-02
-1.228764e-01, 7.011729e-01, 9.053245e-01
-2.535393e-02, -6.352840e-01, -7.725807e-01
-5.617279e-01, -4.489754e-02, 8.996407e-01
-5.691576e-01, 9.829353e-01, 9.823746e-01
-2.507276e-01, 3.897286e-02, 8.530156e-02
-4.104556e-01, 7.134742e-01, 2.461202e-01
-2.327337e-01, 3.918696e-01, -1.023662e-01
